,Anfangswert 0,Anfangswert 237,Anfangswert 474,Anfangswert 711,Anfangswert 948,Anfangswert 1185,Anfangswert 1422,Anfangswert 1659,Anfangswert 1896,Anfangswert 2133,Anfangswert 2370,Anfangswert 2607,Anfangswert 2844,Anfangswert 3081,Anfangswert 3318,Anfangswert 3555,Anfangswert 3792,Anfangswert 4029,Anfangswert 4266,Anfangswert 4503,Anfangswert 4740,Anfangswert 4977,Anfangswert 5214,Anfangswert 5451,Anfangswert 5688,Anfangswert 5925,Anfangswert 6162,Anfangswert 6399,Anfangswert 6636,Anfangswert 6873,Anfangswert 7110,Anfangswert 7347,Anfangswert 7584,Anfangswert 7821,Anfangswert 8058,Anfangswert 8295,Anfangswert 8532,Anfangswert 8769,Anfangswert 9006,Anfangswert 9243,Anfangswert 9480,Anfangswert 9717,Anfangswert 9954
7628,0.1168,0.9005,0.6842,0.4679,0.2516,0.0353,0.819,0.6027,0.3864,0.1701,0.9538,0.7375,0.5212,0.3049,0.0886,0.8723,0.656,0.4397,0.2234,0.0071,0.7908,0.5745,0.3582,0.1419,0.9256,0.7093,0.493,0.2767,0.0604,0.8441,0.6278,0.4115,0.1952,0.9789,0.7626,0.5463,0.33,0.1137,0.8974,0.6811,0.4648,0.2485,0.0322
7629,0.3424,0.0461,0.7498,0.4535,0.1572,0.8609,0.5646,0.2683,0.972,0.6757,0.3794,0.0831,0.7868,0.4905,0.1942,0.8979,0.6016,0.3053,0.009,0.7127,0.4164,0.1201,0.8238,0.5275,0.2312,0.9349,0.6386,0.3423,0.046,0.7497,0.4534,0.1571,0.8608,0.5645,0.2682,0.9719,0.6756,0.3793,0.083,0.7867,0.4904,0.1941,0.8978
7630,0.528,0.1517,0.7754,0.3991,0.0228,0.6465,0.2702,0.8939,0.5176,0.1413,0.765,0.3887,0.0124,0.6361,0.2598,0.8835,0.5072,0.1309,0.7546,0.3783,0.002,0.6257,0.2494,0.8731,0.4968,0.1205,0.7442,0.3679,0.9916,0.6153,0.239,0.8627,0.4864,0.1101,0.7338,0.3575,0.9812,0.6049,0.2286,0.8523,0.476,0.0997,0.7234
7631,0.6736,0.2173,0.761,0.3047,0.8484,0.3921,0.9358,0.4795,0.0232,0.5669,0.1106,0.6543,0.198,0.7417,0.2854,0.8291,0.3728,0.9165,0.4602,0.0039,0.5476,0.0913,0.635,0.1787,0.7224,0.2661,0.8098,0.3535,0.8972,0.4409,0.9846,0.5283,0.072,0.6157,0.1594,0.7031,0.2468,0.7905,0.3342,0.8779,0.4216,0.9653,0.509
7632,0.7792,0.2429,0.7066,0.1703,0.634,0.0977,0.5614,0.0251,0.4888,0.9525,0.4162,0.8799,0.3436,0.8073,0.271,0.7347,0.1984,0.6621,0.1258,0.5895,0.0532,0.5169,0.9806,0.4443,0.908,0.3717,0.8354,0.2991,0.7628,0.2265,0.6902,0.1539,0.6176,0.0813,0.545,0.0087,0.4724,0.9361,0.3998,0.8635,0.3272,0.7909,0.2546
7633,0.8448,0.2285,0.6122,0.9959,0.3796,0.7633,0.147,0.5307,0.9144,0.2981,0.6818,0.0655,0.4492,0.8329,0.2166,0.6003,0.984,0.3677,0.7514,0.1351,0.5188,0.9025,0.2862,0.6699,0.0536,0.4373,0.821,0.2047,0.5884,0.9721,0.3558,0.7395,0.1232,0.5069,0.8906,0.2743,0.658,0.0417,0.4254,0.8091,0.1928,0.5765,0.9602
7634,0.8704,0.1741,0.4778,0.7815,0.0852,0.3889,0.6926,0.9963,0.3,0.6037,0.9074,0.2111,0.5148,0.8185,0.1222,0.4259,0.7296,0.0333,0.337,0.6407,0.9444,0.2481,0.5518,0.8555,0.1592,0.4629,0.7666,0.0703,0.374,0.6777,0.9814,0.2851,0.5888,0.8925,0.1962,0.4999,0.8036,0.1073,0.411,0.7147,0.0184,0.3221,0.6258
7635,0.856,0.0797,0.3034,0.5271,0.7508,0.9745,0.1982,0.4219,0.6456,0.8693,0.093,0.3167,0.5404,0.7641,0.9878,0.2115,0.4352,0.6589,0.8826,0.1063,0.33,0.5537,0.7774,0.0011,0.2248,0.4485,0.6722,0.8959,0.1196,0.3433,0.567,0.7907,0.0144,0.2381,0.4618,0.6855,0.9092,0.1329,0.3566,0.5803,0.804,0.0277,0.2514
7636,0.8016,0.9453,0.089,0.2327,0.3764,0.5201,0.6638,0.8075,0.9512,0.0949,0.2386,0.3823,0.526,0.6697,0.8134,0.9571,0.1008,0.2445,0.3882,0.5319,0.6756,0.8193,0.963,0.1067,0.2504,0.3941,0.5378,0.6815,0.8252,0.9689,0.1126,0.2563,0.4,0.5437,0.6874,0.8311,0.9748,0.1185,0.2622,0.4059,0.5496,0.6933,0.837
7637,0.7072,0.7709,0.8346,0.8983,0.962,0.0257,0.0894,0.1531,0.2168,0.2805,0.3442,0.4079,0.4716,0.5353,0.599,0.6627,0.7264,0.7901,0.8538,0.9175,0.9812,0.0449,0.1086,0.1723,0.236,0.2997,0.3634,0.4271,0.4908,0.5545,0.6182,0.6819,0.7456,0.8093,0.873,0.9367,0.0004,0.0641,0.1278,0.1915,0.2552,0.3189,0.3826
7638,0.5728,0.5565,0.5402,0.5239,0.5076,0.4913,0.475,0.4587,0.4424,0.4261,0.4098,0.3935,0.3772,0.3609,0.3446,0.3283,0.312,0.2957,0.2794,0.2631,0.2468,0.2305,0.2142,0.1979,0.1816,0.1653,0.149,0.1327,0.1164,0.1001,0.0838,0.0675,0.0512,0.0349,0.0186,0.0023,0.986,0.9697,0.9534,0.9371,0.9208,0.9045,0.8882
7639,0.3984,0.3021,0.2058,0.1095,0.0132,0.9169,0.8206,0.7243,0.628,0.5317,0.4354,0.3391,0.2428,0.1465,0.0502,0.9539,0.8576,0.7613,0.665,0.5687,0.4724,0.3761,0.2798,0.1835,0.0872,0.9909,0.8946,0.7983,0.702,0.6057,0.5094,0.4131,0.3168,0.2205,0.1242,0.0279,0.9316,0.8353,0.739,0.6427,0.5464,0.4501,0.3538
7640,0.184,0.0077,0.8314,0.6551,0.4788,0.3025,0.1262,0.9499,0.7736,0.5973,0.421,0.2447,0.0684,0.8921,0.7158,0.5395,0.3632,0.1869,0.0106,0.8343,0.658,0.4817,0.3054,0.1291,0.9528,0.7765,0.6002,0.4239,0.2476,0.0713,0.895,0.7187,0.5424,0.3661,0.1898,0.0135,0.8372,0.6609,0.4846,0.3083,0.132,0.9557,0.7794
7641,0.9296,0.6733,0.417,0.1607,0.9044,0.6481,0.3918,0.1355,0.8792,0.6229,0.3666,0.1103,0.854,0.5977,0.3414,0.0851,0.8288,0.5725,0.3162,0.0599,0.8036,0.5473,0.291,0.0347,0.7784,0.5221,0.2658,0.0095,0.7532,0.4969,0.2406,0.9843,0.728,0.4717,0.2154,0.9591,0.7028,0.4465,0.1902,0.9339,0.6776,0.4213,0.165
7642,0.6352,0.2989,0.9626,0.6263,0.29,0.9537,0.6174,0.2811,0.9448,0.6085,0.2722,0.9359,0.5996,0.2633,0.927,0.5907,0.2544,0.9181,0.5818,0.2455,0.9092,0.5729,0.2366,0.9003,0.564,0.2277,0.8914,0.5551,0.2188,0.8825,0.5462,0.2099,0.8736,0.5373,0.201,0.8647,0.5284,0.1921,0.8558,0.5195,0.1832,0.8469,0.5106
7643,0.3008,0.8845,0.4682,0.0519,0.6356,0.2193,0.803,0.3867,0.9704,0.5541,0.1378,0.7215,0.3052,0.8889,0.4726,0.0563,0.64,0.2237,0.8074,0.3911,0.9748,0.5585,0.1422,0.7259,0.3096,0.8933,0.477,0.0607,0.6444,0.2281,0.8118,0.3955,0.9792,0.5629,0.1466,0.7303,0.314,0.8977,0.4814,0.0651,0.6488,0.2325,0.8162
7644,0.9264,0.4301,0.9338,0.4375,0.9412,0.4449,0.9486,0.4523,0.956,0.4597,0.9634,0.4671,0.9708,0.4745,0.9782,0.4819,0.9856,0.4893,0.993,0.4967,0.0004,0.5041,0.0078,0.5115,0.0152,0.5189,0.0226,0.5263,0.03,0.5337,0.0374,0.5411,0.0448,0.5485,0.0522,0.5559,0.0596,0.5633,0.067,0.5707,0.0744,0.5781,0.0818
7645,0.512,0.9357,0.3594,0.7831,0.2068,0.6305,0.0542,0.4779,0.9016,0.3253,0.749,0.1727,0.5964,0.0201,0.4438,0.8675,0.2912,0.7149,0.1386,0.5623,0.986,0.4097,0.8334,0.2571,0.6808,0.1045,0.5282,0.9519,0.3756,0.7993,0.223,0.6467,0.0704,0.4941,0.9178,0.3415,0.7652,0.1889,0.6126,0.0363,0.46,0.8837,0.3074
7646,0.0576,0.4013,0.745,0.0887,0.4324,0.7761,0.1198,0.4635,0.8072,0.1509,0.4946,0.8383,0.182,0.5257,0.8694,0.2131,0.5568,0.9005,0.2442,0.5879,0.9316,0.2753,0.619,0.9627,0.3064,0.6501,0.9938,0.3375,0.6812,0.0249,0.3686,0.7123,0.056,0.3997,0.7434,0.0871,0.4308,0.7745,0.1182,0.4619,0.8056,0.1493,0.493
7647,0.5632,0.8269,0.0906,0.3543,0.618,0.8817,0.1454,0.4091,0.6728,0.9365,0.2002,0.4639,0.7276,0.9913,0.255,0.5187,0.7824,0.0461,0.3098,0.5735,0.8372,0.1009,0.3646,0.6283,0.892,0.1557,0.4194,0.6831,0.9468,0.2105,0.4742,0.7379,0.0016,0.2653,0.529,0.7927,0.0564,0.3201,0.5838,0.8475,0.1112,0.3749,0.6386
7648,0.0288,0.2125,0.3962,0.5799,0.7636,0.9473,0.131,0.3147,0.4984,0.6821,0.8658,0.0495,0.2332,0.4169,0.6006,0.7843,0.968,0.1517,0.3354,0.5191,0.7028,0.8865,0.0702,0.2539,0.4376,0.6213,0.805,0.9887,0.1724,0.3561,0.5398,0.7235,0.9072,0.0909,0.2746,0.4583,0.642,0.8257,0.0094,0.1931,0.3768,0.5605,0.7442
7649,0.4544,0.5581,0.6618,0.7655,0.8692,0.9729,0.0766,0.1803,0.284,0.3877,0.4914,0.5951,0.6988,0.8025,0.9062,0.0099,0.1136,0.2173,0.321,0.4247,0.5284,0.6321,0.7358,0.8395,0.9432,0.0469,0.1506,0.2543,0.358,0.4617,0.5654,0.6691,0.7728,0.8765,0.9802,0.0839,0.1876,0.2913,0.395,0.4987,0.6024,0.7061,0.8098
7650,0.84,0.8637,0.8874,0.9111,0.9348,0.9585,0.9822,0.0059,0.0296,0.0533,0.077,0.1007,0.1244,0.1481,0.1718,0.1955,0.2192,0.2429,0.2666,0.2903,0.314,0.3377,0.3614,0.3851,0.4088,0.4325,0.4562,0.4799,0.5036,0.5273,0.551,0.5747,0.5984,0.6221,0.6458,0.6695,0.6932,0.7169,0.7406,0.7643,0.788,0.8117,0.8354
7651,0.1856,0.1293,0.073,0.0167,0.9604,0.9041,0.8478,0.7915,0.7352,0.6789,0.6226,0.5663,0.51,0.4537,0.3974,0.3411,0.2848,0.2285,0.1722,0.1159,0.0596,0.0033,0.947,0.8907,0.8344,0.7781,0.7218,0.6655,0.6092,0.5529,0.4966,0.4403,0.384,0.3277,0.2714,0.2151,0.1588,0.1025,0.0462,0.9899,0.9336,0.8773,0.821
7652,0.4912,0.3549,0.2186,0.0823,0.946,0.8097,0.6734,0.5371,0.4008,0.2645,0.1282,0.9919,0.8556,0.7193,0.583,0.4467,0.3104,0.1741,0.0378,0.9015,0.7652,0.6289,0.4926,0.3563,0.22,0.0837,0.9474,0.8111,0.6748,0.5385,0.4022,0.2659,0.1296,0.9933,0.857,0.7207,0.5844,0.4481,0.3118,0.1755,0.0392,0.9029,0.7666
7653,0.7568,0.5405,0.3242,0.1079,0.8916,0.6753,0.459,0.2427,0.0264,0.8101,0.5938,0.3775,0.1612,0.9449,0.7286,0.5123,0.296,0.0797,0.8634,0.6471,0.4308,0.2145,0.9982,0.7819,0.5656,0.3493,0.133,0.9167,0.7004,0.4841,0.2678,0.0515,0.8352,0.6189,0.4026,0.1863,0.97,0.7537,0.5374,0.3211,0.1048,0.8885,0.6722
7654,0.9824,0.6861,0.3898,0.0935,0.7972,0.5009,0.2046,0.9083,0.612,0.3157,0.0194,0.7231,0.4268,0.1305,0.8342,0.5379,0.2416,0.9453,0.649,0.3527,0.0564,0.7601,0.4638,0.1675,0.8712,0.5749,0.2786,0.9823,0.686,0.3897,0.0934,0.7971,0.5008,0.2045,0.9082,0.6119,0.3156,0.0193,0.723,0.4267,0.1304,0.8341,0.5378
7655,0.168,0.7917,0.4154,0.0391,0.6628,0.2865,0.9102,0.5339,0.1576,0.7813,0.405,0.0287,0.6524,0.2761,0.8998,0.5235,0.1472,0.7709,0.3946,0.0183,0.642,0.2657,0.8894,0.5131,0.1368,0.7605,0.3842,0.0079,0.6316,0.2553,0.879,0.5027,0.1264,0.7501,0.3738,0.9975,0.6212,0.2449,0.8686,0.4923,0.116,0.7397,0.3634
7656,0.3136,0.8573,0.401,0.9447,0.4884,0.0321,0.5758,0.1195,0.6632,0.2069,0.7506,0.2943,0.838,0.3817,0.9254,0.4691,0.0128,0.5565,0.1002,0.6439,0.1876,0.7313,0.275,0.8187,0.3624,0.9061,0.4498,0.9935,0.5372,0.0809,0.6246,0.1683,0.712,0.2557,0.7994,0.3431,0.8868,0.4305,0.9742,0.5179,0.0616,0.6053,0.149
7657,0.4192,0.8829,0.3466,0.8103,0.274,0.7377,0.2014,0.6651,0.1288,0.5925,0.0562,0.5199,0.9836,0.4473,0.911,0.3747,0.8384,0.3021,0.7658,0.2295,0.6932,0.1569,0.6206,0.0843,0.548,0.0117,0.4754,0.9391,0.4028,0.8665,0.3302,0.7939,0.2576,0.7213,0.185,0.6487,0.1124,0.5761,0.0398,0.5035,0.9672,0.4309,0.8946
7658,0.4848,0.8685,0.2522,0.6359,0.0196,0.4033,0.787,0.1707,0.5544,0.9381,0.3218,0.7055,0.0892,0.4729,0.8566,0.2403,0.624,0.0077,0.3914,0.7751,0.1588,0.5425,0.9262,0.3099,0.6936,0.0773,0.461,0.8447,0.2284,0.6121,0.9958,0.3795,0.7632,0.1469,0.5306,0.9143,0.298,0.6817,0.0654,0.4491,0.8328,0.2165,0.6002
7659,0.5104,0.8141,0.1178,0.4215,0.7252,0.0289,0.3326,0.6363,0.94,0.2437,0.5474,0.8511,0.1548,0.4585,0.7622,0.0659,0.3696,0.6733,0.977,0.2807,0.5844,0.8881,0.1918,0.4955,0.7992,0.1029,0.4066,0.7103,0.014,0.3177,0.6214,0.9251,0.2288,0.5325,0.8362,0.1399,0.4436,0.7473,0.051,0.3547,0.6584,0.9621,0.2658
7660,0.496,0.7197,0.9434,0.1671,0.3908,0.6145,0.8382,0.0619,0.2856,0.5093,0.733,0.9567,0.1804,0.4041,0.6278,0.8515,0.0752,0.2989,0.5226,0.7463,0.97,0.1937,0.4174,0.6411,0.8648,0.0885,0.3122,0.5359,0.7596,0.9833,0.207,0.4307,0.6544,0.8781,0.1018,0.3255,0.5492,0.7729,0.9966,0.2203,0.444,0.6677,0.8914
7661,0.4416,0.5853,0.729,0.8727,0.0164,0.1601,0.3038,0.4475,0.5912,0.7349,0.8786,0.0223,0.166,0.3097,0.4534,0.5971,0.7408,0.8845,0.0282,0.1719,0.3156,0.4593,0.603,0.7467,0.8904,0.0341,0.1778,0.3215,0.4652,0.6089,0.7526,0.8963,0.04,0.1837,0.3274,0.4711,0.6148,0.7585,0.9022,0.0459,0.1896,0.3333,0.477
7662,0.3472,0.4109,0.4746,0.5383,0.602,0.6657,0.7294,0.7931,0.8568,0.9205,0.9842,0.0479,0.1116,0.1753,0.239,0.3027,0.3664,0.4301,0.4938,0.5575,0.6212,0.6849,0.7486,0.8123,0.876,0.9397,0.0034,0.0671,0.1308,0.1945,0.2582,0.3219,0.3856,0.4493,0.513,0.5767,0.6404,0.7041,0.7678,0.8315,0.8952,0.9589,0.0226
7663,0.2128,0.1965,0.1802,0.1639,0.1476,0.1313,0.115,0.0987,0.0824,0.0661,0.0498,0.0335,0.0172,0.0009,0.9846,0.9683,0.952,0.9357,0.9194,0.9031,0.8868,0.8705,0.8542,0.8379,0.8216,0.8053,0.789,0.7727,0.7564,0.7401,0.7238,0.7075,0.6912,0.6749,0.6586,0.6423,0.626,0.6097,0.5934,0.5771,0.5608,0.5445,0.5282
7664,0.0384,0.9421,0.8458,0.7495,0.6532,0.5569,0.4606,0.3643,0.268,0.1717,0.0754,0.9791,0.8828,0.7865,0.6902,0.5939,0.4976,0.4013,0.305,0.2087,0.1124,0.0161,0.9198,0.8235,0.7272,0.6309,0.5346,0.4383,0.342,0.2457,0.1494,0.0531,0.9568,0.8605,0.7642,0.6679,0.5716,0.4753,0.379,0.2827,0.1864,0.0901,0.9938
7665,0.824,0.6477,0.4714,0.2951,0.1188,0.9425,0.7662,0.5899,0.4136,0.2373,0.061,0.8847,0.7084,0.5321,0.3558,0.1795,0.0032,0.8269,0.6506,0.4743,0.298,0.1217,0.9454,0.7691,0.5928,0.4165,0.2402,0.0639,0.8876,0.7113,0.535,0.3587,0.1824,0.0061,0.8298,0.6535,0.4772,0.3009,0.1246,0.9483,0.772,0.5957,0.4194
7666,0.5696,0.3133,0.057,0.8007,0.5444,0.2881,0.0318,0.7755,0.5192,0.2629,0.0066,0.7503,0.494,0.2377,0.9814,0.7251,0.4688,0.2125,0.9562,0.6999,0.4436,0.1873,0.931,0.6747,0.4184,0.1621,0.9058,0.6495,0.3932,0.1369,0.8806,0.6243,0.368,0.1117,0.8554,0.5991,0.3428,0.0865,0.8302,0.5739,0.3176,0.0613,0.805
7667,0.2752,0.9389,0.6026,0.2663,0.93,0.5937,0.2574,0.9211,0.5848,0.2485,0.9122,0.5759,0.2396,0.9033,0.567,0.2307,0.8944,0.5581,0.2218,0.8855,0.5492,0.2129,0.8766,0.5403,0.204,0.8677,0.5314,0.1951,0.8588,0.5225,0.1862,0.8499,0.5136,0.1773,0.841,0.5047,0.1684,0.8321,0.4958,0.1595,0.8232,0.4869,0.1506
7668,0.9408,0.5245,0.1082,0.6919,0.2756,0.8593,0.443,0.0267,0.6104,0.1941,0.7778,0.3615,0.9452,0.5289,0.1126,0.6963,0.28,0.8637,0.4474,0.0311,0.6148,0.1985,0.7822,0.3659,0.9496,0.5333,0.117,0.7007,0.2844,0.8681,0.4518,0.0355,0.6192,0.2029,0.7866,0.3703,0.954,0.5377,0.1214,0.7051,0.2888,0.8725,0.4562
7669,0.5664,0.0701,0.5738,0.0775,0.5812,0.0849,0.5886,0.0923,0.596,0.0997,0.6034,0.1071,0.6108,0.1145,0.6182,0.1219,0.6256,0.1293,0.633,0.1367,0.6404,0.1441,0.6478,0.1515,0.6552,0.1589,0.6626,0.1663,0.67,0.1737,0.6774,0.1811,0.6848,0.1885,0.6922,0.1959,0.6996,0.2033,0.707,0.2107,0.7144,0.2181,0.7218
7670,0.152,0.5757,0.9994,0.4231,0.8468,0.2705,0.6942,0.1179,0.5416,0.9653,0.389,0.8127,0.2364,0.6601,0.0838,0.5075,0.9312,0.3549,0.7786,0.2023,0.626,0.0497,0.4734,0.8971,0.3208,0.7445,0.1682,0.5919,0.0156,0.4393,0.863,0.2867,0.7104,0.1341,0.5578,0.9815,0.4052,0.8289,0.2526,0.6763,0.1,0.5237,0.9474
7671,0.6976,0.0413,0.385,0.7287,0.0724,0.4161,0.7598,0.1035,0.4472,0.7909,0.1346,0.4783,0.822,0.1657,0.5094,0.8531,0.1968,0.5405,0.8842,0.2279,0.5716,0.9153,0.259,0.6027,0.9464,0.2901,0.6338,0.9775,0.3212,0.6649,0.0086,0.3523,0.696,0.0397,0.3834,0.7271,0.0708,0.4145,0.7582,0.1019,0.4456,0.7893,0.133
7672,0.2032,0.4669,0.7306,0.9943,0.258,0.5217,0.7854,0.0491,0.3128,0.5765,0.8402,0.1039,0.3676,0.6313,0.895,0.1587,0.4224,0.6861,0.9498,0.2135,0.4772,0.7409,0.0046,0.2683,0.532,0.7957,0.0594,0.3231,0.5868,0.8505,0.1142,0.3779,0.6416,0.9053,0.169,0.4327,0.6964,0.9601,0.2238,0.4875,0.7512,0.0149,0.2786
7673,0.6688,0.8525,0.0362,0.2199,0.4036,0.5873,0.771,0.9547,0.1384,0.3221,0.5058,0.6895,0.8732,0.0569,0.2406,0.4243,0.608,0.7917,0.9754,0.1591,0.3428,0.5265,0.7102,0.8939,0.0776,0.2613,0.445,0.6287,0.8124,0.9961,0.1798,0.3635,0.5472,0.7309,0.9146,0.0983,0.282,0.4657,0.6494,0.8331,0.0168,0.2005,0.3842
7674,0.0944,0.1981,0.3018,0.4055,0.5092,0.6129,0.7166,0.8203,0.924,0.0277,0.1314,0.2351,0.3388,0.4425,0.5462,0.6499,0.7536,0.8573,0.961,0.0647,0.1684,0.2721,0.3758,0.4795,0.5832,0.6869,0.7906,0.8943,0.998,0.1017,0.2054,0.3091,0.4128,0.5165,0.6202,0.7239,0.8276,0.9313,0.035,0.1387,0.2424,0.3461,0.4498
7675,0.48,0.5037,0.5274,0.5511,0.5748,0.5985,0.6222,0.6459,0.6696,0.6933,0.717,0.7407,0.7644,0.7881,0.8118,0.8355,0.8592,0.8829,0.9066,0.9303,0.954,0.9777,0.0014,0.0251,0.0488,0.0725,0.0962,0.1199,0.1436,0.1673,0.191,0.2147,0.2384,0.2621,0.2858,0.3095,0.3332,0.3569,0.3806,0.4043,0.428,0.4517,0.4754
7676,0.8256,0.7693,0.713,0.6567,0.6004,0.5441,0.4878,0.4315,0.3752,0.3189,0.2626,0.2063,0.15,0.0937,0.0374,0.9811,0.9248,0.8685,0.8122,0.7559,0.6996,0.6433,0.587,0.5307,0.4744,0.4181,0.3618,0.3055,0.2492,0.1929,0.1366,0.0803,0.024,0.9677,0.9114,0.8551,0.7988,0.7425,0.6862,0.6299,0.5736,0.5173,0.461
7677,0.1312,0.9949,0.8586,0.7223,0.586,0.4497,0.3134,0.1771,0.0408,0.9045,0.7682,0.6319,0.4956,0.3593,0.223,0.0867,0.9504,0.8141,0.6778,0.5415,0.4052,0.2689,0.1326,0.9963,0.86,0.7237,0.5874,0.4511,0.3148,0.1785,0.0422,0.9059,0.7696,0.6333,0.497,0.3607,0.2244,0.0881,0.9518,0.8155,0.6792,0.5429,0.4066
7678,0.3968,0.1805,0.9642,0.7479,0.5316,0.3153,0.099,0.8827,0.6664,0.4501,0.2338,0.0175,0.8012,0.5849,0.3686,0.1523,0.936,0.7197,0.5034,0.2871,0.0708,0.8545,0.6382,0.4219,0.2056,0.9893,0.773,0.5567,0.3404,0.1241,0.9078,0.6915,0.4752,0.2589,0.0426,0.8263,0.61,0.3937,0.1774,0.9611,0.7448,0.5285,0.3122
7679,0.6224,0.3261,0.0298,0.7335,0.4372,0.1409,0.8446,0.5483,0.252,0.9557,0.6594,0.3631,0.0668,0.7705,0.4742,0.1779,0.8816,0.5853,0.289,0.9927,0.6964,0.4001,0.1038,0.8075,0.5112,0.2149,0.9186,0.6223,0.326,0.0297,0.7334,0.4371,0.1408,0.8445,0.5482,0.2519,0.9556,0.6593,0.363,0.0667,0.7704,0.4741,0.1778
7680,0.808,0.4317,0.0554,0.6791,0.3028,0.9265,0.5502,0.1739,0.7976,0.4213,0.045,0.6687,0.2924,0.9161,0.5398,0.1635,0.7872,0.4109,0.0346,0.6583,0.282,0.9057,0.5294,0.1531,0.7768,0.4005,0.0242,0.6479,0.2716,0.8953,0.519,0.1427,0.7664,0.3901,0.0138,0.6375,0.2612,0.8849,0.5086,0.1323,0.756,0.3797,0.0034
7681,0.9536,0.4973,0.041,0.5847,0.1284,0.6721,0.2158,0.7595,0.3032,0.8469,0.3906,0.9343,0.478,0.0217,0.5654,0.1091,0.6528,0.1965,0.7402,0.2839,0.8276,0.3713,0.915,0.4587,0.0024,0.5461,0.0898,0.6335,0.1772,0.7209,0.2646,0.8083,0.352,0.8957,0.4394,0.9831,0.5268,0.0705,0.6142,0.1579,0.7016,0.2453,0.789
7682,0.0592,0.5229,0.9866,0.4503,0.914,0.3777,0.8414,0.3051,0.7688,0.2325,0.6962,0.1599,0.6236,0.0873,0.551,0.0147,0.4784,0.9421,0.4058,0.8695,0.3332,0.7969,0.2606,0.7243,0.188,0.6517,0.1154,0.5791,0.0428,0.5065,0.9702,0.4339,0.8976,0.3613,0.825,0.2887,0.7524,0.2161,0.6798,0.1435,0.6072,0.0709,0.5346
7683,0.1248,0.5085,0.8922,0.2759,0.6596,0.0433,0.427,0.8107,0.1944,0.5781,0.9618,0.3455,0.7292,0.1129,0.4966,0.8803,0.264,0.6477,0.0314,0.4151,0.7988,0.1825,0.5662,0.9499,0.3336,0.7173,0.101,0.4847,0.8684,0.2521,0.6358,0.0195,0.4032,0.7869,0.1706,0.5543,0.938,0.3217,0.7054,0.0891,0.4728,0.8565,0.2402
7684,0.1504,0.4541,0.7578,0.0615,0.3652,0.6689,0.9726,0.2763,0.58,0.8837,0.1874,0.4911,0.7948,0.0985,0.4022,0.7059,0.0096,0.3133,0.617,0.9207,0.2244,0.5281,0.8318,0.1355,0.4392,0.7429,0.0466,0.3503,0.654,0.9577,0.2614,0.5651,0.8688,0.1725,0.4762,0.7799,0.0836,0.3873,0.691,0.9947,0.2984,0.6021,0.9058
7685,0.136,0.3597,0.5834,0.8071,0.0308,0.2545,0.4782,0.7019,0.9256,0.1493,0.373,0.5967,0.8204,0.0441,0.2678,0.4915,0.7152,0.9389,0.1626,0.3863,0.61,0.8337,0.0574,0.2811,0.5048,0.7285,0.9522,0.1759,0.3996,0.6233,0.847,0.0707,0.2944,0.5181,0.7418,0.9655,0.1892,0.4129,0.6366,0.8603,0.084,0.3077,0.5314
7686,0.0816,0.2253,0.369,0.5127,0.6564,0.8001,0.9438,0.0875,0.2312,0.3749,0.5186,0.6623,0.806,0.9497,0.0934,0.2371,0.3808,0.5245,0.6682,0.8119,0.9556,0.0993,0.243,0.3867,0.5304,0.6741,0.8178,0.9615,0.1052,0.2489,0.3926,0.5363,0.68,0.8237,0.9674,0.1111,0.2548,0.3985,0.5422,0.6859,0.8296,0.9733,0.117
7687,0.9872,0.0509,0.1146,0.1783,0.242,0.3057,0.3694,0.4331,0.4968,0.5605,0.6242,0.6879,0.7516,0.8153,0.879,0.9427,0.0064,0.0701,0.1338,0.1975,0.2612,0.3249,0.3886,0.4523,0.516,0.5797,0.6434,0.7071,0.7708,0.8345,0.8982,0.9619,0.0256,0.0893,0.153,0.2167,0.2804,0.3441,0.4078,0.4715,0.5352,0.5989,0.6626
7688,0.8528,0.8365,0.8202,0.8039,0.7876,0.7713,0.755,0.7387,0.7224,0.7061,0.6898,0.6735,0.6572,0.6409,0.6246,0.6083,0.592,0.5757,0.5594,0.5431,0.5268,0.5105,0.4942,0.4779,0.4616,0.4453,0.429,0.4127,0.3964,0.3801,0.3638,0.3475,0.3312,0.3149,0.2986,0.2823,0.266,0.2497,0.2334,0.2171,0.2008,0.1845,0.1682
7689,0.6784,0.5821,0.4858,0.3895,0.2932,0.1969,0.1006,0.0043,0.908,0.8117,0.7154,0.6191,0.5228,0.4265,0.3302,0.2339,0.1376,0.0413,0.945,0.8487,0.7524,0.6561,0.5598,0.4635,0.3672,0.2709,0.1746,0.0783,0.982,0.8857,0.7894,0.6931,0.5968,0.5005,0.4042,0.3079,0.2116,0.1153,0.019,0.9227,0.8264,0.7301,0.6338
7690,0.464,0.2877,0.1114,0.9351,0.7588,0.5825,0.4062,0.2299,0.0536,0.8773,0.701,0.5247,0.3484,0.1721,0.9958,0.8195,0.6432,0.4669,0.2906,0.1143,0.938,0.7617,0.5854,0.4091,0.2328,0.0565,0.8802,0.7039,0.5276,0.3513,0.175,0.9987,0.8224,0.6461,0.4698,0.2935,0.1172,0.9409,0.7646,0.5883,0.412,0.2357,0.0594
